"Target Pattern Name","Prefix","Per minute charge","Connection charge","Charge period"
"Haiti",+50938,0.322,0.322,1
"Haiti",+50944,0.322,0.322,1
"Haiti",+50946,0.322,0.322,1
"Haiti",+50947,0.322,0.322,1
"Haiti",+50948,0.322,0.322,1
"Haiti",+50949,0.322,0.322,1
"Honduras",+50499,0.221,0.221,1
"Honduras",+504,0.159,0.159,1
"Honduras",+5043,0.177,0.177,1
"Honduras",+5047,0.17,0.17,1
"Honduras",+5049,0.2,0.2,1
"Honduras",+504314,0.182,0.182,1
"Honduras",+504315,0.182,0.182,1
"Honduras",+504316,0.182,0.182,1
"Honduras",+504317,0.182,0.182,1
"Honduras",+504318,0.182,0.182,1
"Honduras",+504319,0.182,0.182,1
"Honduras",+50432,0.182,0.182,1
"Honduras",+50433,0.182,0.182,1
"Honduras",+50487,0.177,0.177,1
"Honduras",+50488,0.177,0.177,1
"Honduras",+50489,0.177,0.177,1
"Honduras",+50494,0.221,0.221,1
"Honduras",+50495,0.221,0.221,1
"Honduras",+50496,0.221,0.221,1
"Honduras",+50497,0.221,0.221,1
"Honduras",+50498,0.221,0.221,1
"Hong Kong",+8526,0.036,0.036,1
"Hong Kong",+852,0.024,0.024,1
"Hong Kong",+8521,0.036,0.036,1
"Hong Kong",+8524,0.036,0.036,1
"Hong Kong",+8525,0.036,0.036,1
"Hong Kong",+8529,0.036,0.036,1
"Hungary",+361,0.01,0.01,1
"Hungary",+36,0.01,0.01,1
"Hungary",+3631,0.09,0.09,1
"Hungary",+3630,0.05,0.05,1
"Hungary",+3620,0.072,0.072,1
"Hungary",+3670,0.079,0.079,1
"Iceland",+354655,0.03,0.03,1
"Iceland",+354,0.03,0.03,1
"Iceland",+35438,0.036,0.036,1
"Iceland",+3547,0.036,0.036,1
"Iceland",+354385,0.036,0.036,1
"Iceland",+3548,0.036,0.036,1
"Iceland",+3546,0.036,0.036,1
"Iceland",+354820,0.036,0.036,1
"Iceland",+354821,0.036,0.036,1
"Iceland",+354822,0.036,0.036,1
"Iceland",+354823,0.036,0.036,1
"Iceland",+354824,0.036,0.036,1
"Iceland",+354825,0.036,0.036,1
"Iceland",+3543803,0.03,0.03,1
"India",+91484,0.03,0.03,1
"India",+91,0.03,0.03,1
"India",+917,0.03,0.03,1
"India",+918,0.03,0.03,1
"India",+919,0.03,0.03,1
"India",+9180,0.03,0.03,1
"India",+9133,0.03,0.03,1
"India",+91181,0.03,0.03,1
"India",+9144,0.03,0.03,1
"India",+914,0.03,0.03,1
"India",+912,0.03,0.03,1
"Indonesia",+62,0.077,0.077,1
"Indonesia",+6222,0.05,0.05,1
"Indonesia",+62778,0.05,0.05,1
"Indonesia",+62251,0.05,0.05,1
"Indonesia",+62361,0.05,0.05,1
"Indonesia",+6221,0.038,0.038,1
"Indonesia",+62341,0.05,0.05,1
"Indonesia",+6261,0.05,0.05,1
"Indonesia",+628,0.07,0.07,1
"Indonesia",+62868,0.091,0.091,1
"Indonesia",+6231,0.041,0.041,1
"Iran",+9821,0.13,0.13,1
"Iran",+98,0.152,0.152,1
"Iran",+9891,0.179,0.179,1
"Iran",+98920,0.179,0.179,1
"Iran",+98921,0.179,0.179,1
"Iran",+98922,0.179,0.179,1
"Iran",+9893,0.179,0.179,1
"Iran",+98901,0.18,0.18,1
"Iran",+98902,0.18,0.18,1
"Iran",+98930,0.18,0.18,1
"Iran",+98933,0.18,0.18,1
"Iran",+98935,0.18,0.18,1
"Iran",+98936,0.18,0.18,1
"Iran",+98937,0.18,0.18,1
"Iran",+98938,0.18,0.18,1
"Iran",+98939,0.18,0.18,1
"Iraq",+9641,0.168,0.168,1
"Iraq",+964,0.219,0.219,1
"Iraq",+9647,0.203,0.203,1
"Iraq",+96477,0.258,0.258,1
"Iraq",+96475,0.249,0.249,1
"Iraq",+96473,0.222,0.222,1
"Iraq",+96478,0.249,0.249,1
"Iraq",+96479,0.249,0.249,1
"Iraq",+964821,1200,1200,1
"Iraq",+964822,1200,1200,1
"Ireland",+353,0.01,0.01,1
"Ireland",+353818,0.653,0.653,1
"Ireland",+35389,0.059,0.059,1
"Ireland",+35385,0.067,0.067,1
"Ireland",+35386,0.059,0.059,1
"Ireland",+353892,0.059,0.059,1
"Ireland",+353894,0.059,0.059,1
"Ireland",+353895,0.059,0.059,1
"Ireland",+35383,0.059,0.059,1
"Ireland",+35382,0.059,0.059,1
"Ireland",+35387,0.059,0.059,1
"Ireland",+353700,0.666,0.666,1
"Ireland",+35376,0.646,0.646,1
"Israel",+97222,0.197,0.197,1
"Israel",+97292,0.197,0.197,1
"Israel",+97282,0.197,0.197,1
"Israel",+972,0.018,0.018,1
"Israel",+972151,0.038,0.038,1
"Israel",+972153,0.038,0.038,1
"Israel",+9725,0.038,0.038,1
"Israel",+97256,0.228,0.228,1
"Israel",+97259,0.228,0.228,1
"Israel",+97242,0.197,0.197,1
"Italy",+39392,0.291,0.291,1
"Italy",+39,0.008,0.008,1
"Italy",+39310,0.125,0.125,1
"Italy",+39313,0.231,0.231,1
"Italy",+39351,0.218,0.218,1
"Italy",+39382,0.218,0.218,1
"Italy",+39350,0.216,0.216,1
"Italy",+39381,0.216,0.216,1
"Italy",+393,0.125,0.125,1
"Italy",+39373,0.291,0.291,1
"Italy",+39390,0.291,0.291,1
"Italy",+39391,0.291,0.291,1
"Italy",+39393,0.291,0.291,1
"Italy",+39397,0.291,0.291,1
"Italy",+39330,0.11,0.11,1
"Italy",+39331,0.11,0.11,1
"Italy",+39333,0.11,0.11,1
"Italy",+39334,0.11,0.11,1
"Italy",+39335,0.11,0.11,1
"Italy",+39336,0.11,0.11,1
"Italy",+39337,0.11,0.11,1
"Italy",+39338,0.11,0.11,1
"Italy",+39339,0.11,0.11,1
"Italy",+39360,0.11,0.11,1
"Italy",+39363,0.11,0.11,1
"Italy",+39366,0.11,0.11,1
"Italy",+39368,0.11,0.11,1
"Italy",+39370,0.11,0.11,1
"Italy",+393710,0.11,0.11,1
"Italy",+39385,0.11,0.11,1
"Italy",+3934,0.11,0.11,1
"Italy",+39377,0.11,0.11,1
"Italy",+39383,0.11,0.11,1
"Italy",+39320,0.117,0.117,1
"Italy",+39323,0.117,0.117,1
"Italy",+39324,0.117,0.117,1
"Italy",+39327,0.117,0.117,1
"Italy",+39328,0.117,0.117,1
"Italy",+39329,0.117,0.117,1
"Italy",+39355,0.117,0.117,1
"Italy",+39380,0.117,0.117,1
"Italy",+39388,0.117,0.117,1
"Italy",+39389,0.117,0.117,1
"Italy",+39319,0.125,0.125,1
"Jamaica",+18762,0.239,0.239,1
"Jamaica",+18763,0.239,0.239,1
"Jamaica",+18764,0.239,0.239,1
"Jamaica",+18765,0.239,0.239,1
"Jamaica",+18766,0.239,0.239,1
"Jamaica",+18768,0.245,0.245,1
"Jamaica",+187621,0.257,0.257,1
"Jamaica",+187631,0.257,0.257,1
"Jamaica",+187632,0.257,0.257,1
"Jamaica",+187633,0.257,0.257,1
"Jamaica",+187634,0.257,0.257,1
"Jamaica",+187650,0.257,0.257,1
"Jamaica",+187651,0.257,0.257,1
"Jamaica",+187653,0.257,0.257,1
"Jamaica",+187654,0.257,0.257,1
"Jamaica",+187656,0.257,0.257,1
"Jamaica",+187670,0.257,0.257,1
"Jamaica",+187677,0.257,0.257,1
"Jamaica",+1876,0.21,0.21,1
"Jamaica",+187678,0.257,0.257,1
"Jamaica",+187679,0.257,0.257,1
"Jamaica",+187680,0.257,0.257,1
"Jamaica",+187681,0.257,0.257,1
"Jamaica",+187682,0.257,0.257,1
"Jamaica",+187683,0.257,0.257,1
"Jamaica",+18769,0.257,0.257,1
"Japan",+81,0.028,0.028,1
"Japan",+8150,0.04,0.04,1
"Japan",+8170,0.068,0.068,1
"Japan",+8180,0.068,0.068,1
"Japan",+8190,0.068,0.068,1
"Jordan",+962,0.173,0.173,1
"Jordan",+9627,0.228,0.228,1
"Jordan",+96277,0.228,0.228,1
"Jordan",+96278,0.227,0.227,1
"Jordan",+96279,0.209,0.209,1
"Kazakhstan",+7778,0.179,0.179,1
"Kazakhstan",+771,0.024,0.024,1
"Kazakhstan",+772,0.024,0.024,1
"Kazakhstan",+773,0.022,0.022,1
"Kazakhstan",+77272,0.008,0.008,1
"Kazakhstan",+77273,0.008,0.008,1
"Kazakhstan",+77279,0.008,0.008,1
"Kazakhstan",+77172,0.008,0.008,1
"Kazakhstan",+77122,0.008,0.008,1
"Kazakhstan",+77212,0.008,0.008,1
"Kazakhstan",+7760,0.295,0.295,1
"Kazakhstan",+7762,0.295,0.295,1
"Kazakhstan",+7763,0.295,0.295,1
"Kazakhstan",+7764,0.295,0.295,1
"Kazakhstan",+7700,0.094,0.094,1
"Kazakhstan",+7707,0.098,0.098,1
"Kazakhstan",+7708,0.094,0.094,1
"Kazakhstan",+7747,0.098,0.098,1
"Kazakhstan",+7705,0.188,0.188,1
"Kazakhstan",+7771,0.188,0.188,1
"Kazakhstan",+7776,0.188,0.188,1
"Kazakhstan",+7777,0.188,0.188,1
"Kazakhstan",+7701,0.179,0.179,1
"Kazakhstan",+7702,0.179,0.179,1
"Kazakhstan",+7775,0.179,0.179,1
"Kazakhstan",+7800050,0.212,0.212,1
"Kazakhstan",+7809050,0.212,0.212,1
"Kazakhstan",+7809001,0.212,0.212,1
"Kazakhstan",+78090025,0.212,0.212,1
"Kazakhstan",+78090026,0.212,0.212,1
"Kazakhstan",+78090027,0.212,0.212,1
"Kazakhstan",+7762531,1200,1200,1
"Kazakhstan",+7785,1200,1200,1
"Kazakhstan",+7788,1200,1200,1
"Kazakhstan",+77905,1200,1200,1
"Kazakhstan",+77908,1200,1200,1
"Kenya",+25476,0.283,0.283,1
"Kenya",+25420479,1200,1200,1
"Kenya",+25478,0.283,0.283,1
"Kenya",+254,0.236,0.236,1
"Kenya",+2547,0.227,0.227,1
"Kenya",+25475,0.283,0.283,1
"Kenya",+25473,0.283,0.283,1
"Kiribati",+686,0.876,0.876,1
"Kuwait",+965,0.085,0.085,1
"Kuwait",+9656,0.079,0.079,1
"Kuwait",+9659,0.079,0.079,1
"Kuwait",+9655,0.079,0.079,1
"Kyrgyzstan",+99651,0.183,0.183,1
"Kyrgyzstan",+99670,0.242,0.242,1
"Kyrgyzstan",+99677,0.212,0.212,1
"Kyrgyzstan",+996,0.206,0.206,1
"Kyrgyzstan",+99656,0.198,0.198,1
"Kyrgyzstan",+99655,0.246,0.246,1
"Kyrgyzstan",+99657,0.173,0.173,1
"Kyrgyzstan",+996312,0.142,0.142,1
"Kyrgyzstan",+99620,0.195,0.195,1
"Kyrgyzstan",+996543,0.195,0.195,1
"Kyrgyzstan",+996545,0.195,0.195,1
"Kyrgyzstan",+996623,0.168,0.168,1
"Lao People's Democratic Republic",+856307,0.104,0.104,1
"Lao People's Democratic Republic",+85620,0.104,0.104,1
"Lao People's Democratic Republic",+856,0.106,0.106,1
"Latvia",+3712790,0.036,0.036,1
"Latvia",+371,0.022,0.022,1
"Latvia",+37166,0.022,0.022,1
"Latvia",+37167,0.022,0.022,1
"Latvia",+3712019,0.036,0.036,1
"Latvia",+371206,0.036,0.036,1
"Latvia",+371207,0.036,0.036,1
"Latvia",+3712080,0.036,0.036,1
"Latvia",+3712081,0.036,0.036,1
"Latvia",+3712082,0.036,0.036,1
"Latvia",+3712083,0.036,0.036,1
"Latvia",+3712084,0.036,0.036,1
"Latvia",+3712085,0.036,0.036,1
"Latvia",+3712086,0.036,0.036,1
"Latvia",+3712087,0.036,0.036,1
"Latvia",+3712088,0.036,0.036,1
"Latvia",+3712205,0.036,0.036,1
"Latvia",+3712206,0.036,0.036,1
"Latvia",+3712207,0.036,0.036,1
"Latvia",+3712208,0.036,0.036,1
"Latvia",+3712209,0.036,0.036,1
"Latvia",+371221,0.036,0.036,1
"Latvia",+3712239,0.036,0.036,1
"Latvia",+371225,0.036,0.036,1
"Latvia",+3712272,0.036,0.036,1
"Latvia",+3712280,0.036,0.036,1
"Latvia",+3712281,0.036,0.036,1
"Latvia",+3712282,0.036,0.036,1
"Latvia",+3712283,0.036,0.036,1
"Latvia",+3712284,0.036,0.036,1
"Latvia",+3712300,0.036,0.036,1
"Latvia",+3712307,0.036,0.036,1
"Latvia",+3712311,0.036,0.036,1
"Latvia",+3712317,0.036,0.036,1
"Latvia",+3712320,0.036,0.036,1
"Latvia",+3712322,0.036,0.036,1
"Latvia",+3712327,0.036,0.036,1
"Latvia",+3712330,0.036,0.036,1
"Latvia",+3712337,0.036,0.036,1
"Latvia",+3712347,0.036,0.036,1
"Latvia",+3712355,0.036,0.036,1
"Latvia",+3712357,0.036,0.036,1
"Latvia",+3712366,0.036,0.036,1
"Latvia",+3712377,0.036,0.036,1
"Latvia",+3712388,0.036,0.036,1
"Latvia",+3712399,0.036,0.036,1
"Latvia",+3712411,0.036,0.036,1
"Latvia",+3712420,0.036,0.036,1
"Latvia",+3712422,0.036,0.036,1
"Latvia",+3712424,0.036,0.036,1
"Latvia",+3712440,0.036,0.036,1
"Latvia",+3712442,0.036,0.036,1
"Latvia",+3712450,0.036,0.036,1
"Latvia",+3712460,0.036,0.036,1
"Latvia",+3712466,0.036,0.036,1
"Latvia",+3712477,0.036,0.036,1
"Latvia",+3712488,0.036,0.036,1
"Latvia",+371251,0.036,0.036,1
"Latvia",+3712550,0.036,0.036,1
"Latvia",+3712551,0.036,0.036,1
"Latvia",+3712552,0.036,0.036,1
"Latvia",+3712553,0.036,0.036,1
"Latvia",+3712554,0.036,0.036,1
"Latvia",+3712555,0.036,0.036,1
"Latvia",+3712585,0.036,0.036,1
"Latvia",+3712586,0.036,0.036,1
"Latvia",+3712587,0.036,0.036,1
"Latvia",+3712588,0.036,0.036,1
"Latvia",+3712720,0.036,0.036,1
"Latvia",+3712721,0.036,0.036,1
"Latvia",+371274,0.036,0.036,1
"Latvia",+371275,0.036,0.036,1
"Latvia",+3712760,0.036,0.036,1
"Latvia",+3712761,0.036,0.036,1
"Latvia",+3712762,0.036,0.036,1
"Latvia",+3712763,0.036,0.036,1
"Latvia",+3712764,0.036,0.036,1
"Latvia",+3712765,0.036,0.036,1
"Latvia",+3712766,0.036,0.036,1
"Latvia",+3712767,0.036,0.036,1
"Latvia",+371277,0.036,0.036,1
"Latvia",+3712792,0.036,0.036,1
"Latvia",+3712799,0.036,0.036,1
"Latvia",+3712855,0.036,0.036,1
"Latvia",+3712902,0.036,0.036,1
"Latvia",+37121,0.305,0.305,1
"Latvia",+371222,0.305,0.305,1
"Latvia",+371202,0.036,0.036,1
"Latvia",+3712200,0.036,0.036,1
"Latvia",+3712201,0.036,0.036,1
"Latvia",+3712202,0.036,0.036,1
"Latvia",+3712203,0.036,0.036,1
"Latvia",+3712204,0.036,0.036,1
"Latvia",+371224,0.036,0.036,1
"Latvia",+371254,0.036,0.036,1
"Latvia",+3712556,0.036,0.036,1
"Latvia",+3712557,0.036,0.036,1
"Latvia",+3712558,0.036,0.036,1
"Latvia",+3712559,0.036,0.036,1
"Latvia",+371256,0.036,0.036,1
"Latvia",+371257,0.036,0.036,1
"Latvia",+371261,0.036,0.036,1
"Latvia",+371262,0.036,0.036,1
"Latvia",+371263,0.036,0.036,1
"Latvia",+371264,0.036,0.036,1
"Latvia",+371265,0.036,0.036,1
"Latvia",+371266,0.036,0.036,1
"Latvia",+3712729,0.036,0.036,1
"Latvia",+371273,0.036,0.036,1
"Latvia",+371278,0.036,0.036,1
"Latvia",+371283,0.036,0.036,1
"Latvia",+3712849,0.036,0.036,1
"Latvia",+371286,0.036,0.036,1
"Latvia",+371287,0.036,0.036,1
"Latvia",+371291,0.036,0.036,1
"Latvia",+371292,0.036,0.036,1
"Latvia",+371293,0.036,0.036,1
"Latvia",+371294,0.036,0.036,1
"Latvia",+371200,0.036,0.036,1
"Latvia",+371203,0.036,0.036,1
"Latvia",+371204,0.036,0.036,1
"Latvia",+371205,0.036,0.036,1
"Latvia",+3712230,0.036,0.036,1
"Latvia",+3712231,0.036,0.036,1
"Latvia",+3712232,0.036,0.036,1
"Latvia",+3712233,0.036,0.036,1
"Latvia",+3712234,0.036,0.036,1
"Latvia",+3712235,0.036,0.036,1
"Latvia",+3712236,0.036,0.036,1
"Latvia",+3712237,0.036,0.036,1
"Latvia",+3712238,0.036,0.036,1
"Latvia",+3712478,0.036,0.036,1
"Latvia",+3712479,0.036,0.036,1
"Latvia",+3712480,0.036,0.036,1
"Latvia",+3712481,0.036,0.036,1
"Latvia",+3712482,0.036,0.036,1
"Latvia",+3712483,0.036,0.036,1
"Latvia",+3712484,0.036,0.036,1
"Latvia",+3712485,0.036,0.036,1
"Latvia",+3712486,0.036,0.036,1
"Latvia",+3712487,0.036,0.036,1
"Latvia",+3712489,0.036,0.036,1
"Latvia",+3712490,0.036,0.036,1
"Latvia",+3712491,0.036,0.036,1
"Latvia",+3712492,0.036,0.036,1
"Latvia",+3712493,0.036,0.036,1
"Latvia",+3712494,0.036,0.036,1
"Latvia",+3712495,0.036,0.036,1
"Latvia",+3712496,0.036,0.036,1
"Latvia",+3712497,0.036,0.036,1
"Latvia",+3712498,0.036,0.036,1
"Latvia",+371252,0.036,0.036,1
"Latvia",+371253,0.036,0.036,1
"Latvia",+371259,0.036,0.036,1
"Latvia",+371260,0.036,0.036,1
"Latvia",+371267,0.036,0.036,1
"Latvia",+371268,0.036,0.036,1
"Latvia",+371269,0.036,0.036,1
"Latvia",+371270,0.036,0.036,1
"Latvia",+371271,0.036,0.036,1
"Latvia",+371281,0.036,0.036,1
"Latvia",+3712844,0.036,0.036,1
"Latvia",+3712845,0.036,0.036,1
"Latvia",+3712846,0.036,0.036,1
"Latvia",+3712847,0.036,0.036,1
"Latvia",+3712848,0.036,0.036,1
"Latvia",+371288,0.036,0.036,1
"Latvia",+371289,0.036,0.036,1
"Latvia",+371295,0.036,0.036,1
"Latvia",+371296,0.036,0.036,1
"Latvia",+371297,0.036,0.036,1
"Latvia",+371298,0.036,0.036,1
"Latvia",+371299,0.036,0.036,1
"Latvia",+3712094,0.206,0.206,1
"Latvia",+3712286,0.206,0.206,1
"Latvia",+3712287,0.206,0.206,1
"Latvia",+3712580,0.206,0.206,1
"Latvia",+3712581,0.206,0.206,1
"Latvia",+3712582,0.206,0.206,1
"Latvia",+3712583,0.206,0.206,1
"Latvia",+3712584,0.206,0.206,1
"Latvia",+3712589,0.206,0.206,1
"Latvia",+3716130,0.074,0.074,1
"Latvia",+3716200,0.074,0.074,1
"Latvia",+3716210,0.074,0.074,1
"Latvia",+3716220,0.074,0.074,1
"Latvia",+3716222,0.074,0.074,1
"Latvia",+3716230,0.074,0.074,1
"Latvia",+3716240,0.074,0.074,1
"Latvia",+3716250,0.074,0.074,1
"Latvia",+3716260,0.074,0.074,1
"Latvia",+3716270,0.074,0.074,1
"Latvia",+3716280,0.074,0.074,1
"Latvia",+3716290,0.074,0.074,1
"Latvia",+3716303,0.074,0.074,1
"Latvia",+3716309,0.074,0.074,1
"Latvia",+3716311,0.074,0.074,1
"Latvia",+3716313,0.074,0.074,1
"Latvia",+3716321,0.074,0.074,1
"Latvia",+3716328,0.074,0.074,1
"Latvia",+3716331,0.074,0.074,1
"Latvia",+3716333,0.074,0.074,1
"Latvia",+3716339,0.074,0.074,1
"Latvia",+3716341,0.074,0.074,1
"Latvia",+3716347,0.074,0.074,1
"Latvia",+3716350,0.074,0.074,1
"Latvia",+3716358,0.074,0.074,1
"Latvia",+3716361,0.074,0.074,1
"Latvia",+3716365,0.074,0.074,1
"Latvia",+3716371,0.074,0.074,1
"Latvia",+3716377,0.074,0.074,1
"Latvia",+3716379,0.074,0.074,1
"Latvia",+3716381,0.074,0.074,1
"Latvia",+3716389,0.074,0.074,1
"Latvia",+3716391,0.074,0.074,1
"Latvia",+3716399,0.074,0.074,1
"Latvia",+3716401,0.074,0.074,1
"Latvia",+3716409,0.074,0.074,1
"Latvia",+3716411,0.074,0.074,1
"Latvia",+3716418,0.074,0.074,1
"Latvia",+3716421,0.074,0.074,1
"Latvia",+3716429,0.074,0.074,1
"Latvia",+3716431,0.074,0.074,1
"Latvia",+3716433,0.074,0.074,1
"Latvia",+3716437,0.074,0.074,1
"Latvia",+3716439,0.074,0.074,1
"Latvia",+3716441,0.074,0.074,1
"Latvia",+3716442,0.074,0.074,1
"Latvia",+3716446,0.074,0.074,1
"Latvia",+3716451,0.074,0.074,1
"Latvia",+3716458,0.074,0.074,1
"Latvia",+3716461,0.074,0.074,1
"Latvia",+3716467,0.074,0.074,1
"Latvia",+3716468,0.074,0.074,1
"Latvia",+3716471,0.074,0.074,1
"Latvia",+3716479,0.074,0.074,1
"Latvia",+3716481,0.074,0.074,1
"Latvia",+3716488,0.074,0.074,1
"Latvia",+3716490,0.074,0.074,1
"Latvia",+3716501,0.074,0.074,1
"Latvia",+3716509,0.074,0.074,1
"Latvia",+3716511,0.074,0.074,1
"Latvia",+3716518,0.074,0.074,1
"Latvia",+3716521,0.074,0.074,1
"Latvia",+3716528,0.074,0.074,1
"Latvia",+3716531,0.074,0.074,1
"Latvia",+3716539,0.074,0.074,1
"Latvia",+3716541,0.074,0.074,1
"Latvia",+3716548,0.074,0.074,1
"Latvia",+3716550,0.074,0.074,1
"Latvia",+3716555,0.074,0.074,1
"Latvia",+3716558,0.074,0.074,1
"Latvia",+3716561,0.074,0.074,1
"Latvia",+3716563,0.074,0.074,1
"Latvia",+3716567,0.074,0.074,1
"Latvia",+3716569,0.074,0.074,1
"Latvia",+3716571,0.074,0.074,1
"Latvia",+3716577,0.074,0.074,1
"Latvia",+3716579,0.074,0.074,1
"Latvia",+3716580,0.074,0.074,1
"Latvia",+3716581,0.074,0.074,1
"Latvia",+3716582,0.074,0.074,1
"Latvia",+3716588,0.074,0.074,1
"Latvia",+3716590,0.074,0.074,1
"Latvia",+3716820,0.074,0.074,1
"Latvia",+3716830,0.074,0.074,1
"Latvia",+3716838,0.074,0.074,1
"Latvia",+3716840,0.074,0.074,1
"Latvia",+3716841,0.074,0.074,1
"Latvia",+3716848,0.074,0.074,1
"Latvia",+3716860,0.074,0.074,1
"Latvia",+3716861,0.074,0.074,1
"Latvia",+3716868,0.074,0.074,1
"Latvia",+3716870,0.074,0.074,1
"Latvia",+3716880,0.074,0.074,1
"Latvia",+3716889,0.074,0.074,1
"Latvia",+371660,0.074,0.074,1
"Latvia",+371661,0.074,0.074,1
"Latvia",+371662,0.074,0.074,1
"Latvia",+371663344,0.074,0.074,1
"Latvia",+3716666,0.074,0.074,1
"Latvia",+3716677,0.074,0.074,1
"Latvia",+3716688,0.074,0.074,1
"Latvia",+3716689,0.074,0.074,1
"Latvia",+371669,0.074,0.074,1
"Latvia",+3716715,0.074,0.074,1
"Latvia",+3716716,0.074,0.074,1
"Latvia",+3716719,0.074,0.074,1
"Latvia",+3716723,0.074,0.074,1
"Latvia",+3716748,0.074,0.074,1
"Latvia",+3716749,0.074,0.074,1
"Latvia",+3716763,0.074,0.074,1
"Latvia",+3716764,0.074,0.074,1
"Latvia",+3716765,0.074,0.074,1
"Latvia",+37167660,0.074,0.074,1
"Latvia",+37167661,0.074,0.074,1
"Latvia",+37167662,0.074,0.074,1
"Latvia",+37167663,0.074,0.074,1
"Latvia",+37167664,0.074,0.074,1
"Latvia",+37167665,0.074,0.074,1
"Latvia",+37167666,0.074,0.074,1
"Latvia",+37167669,0.074,0.074,1
"Latvia",+3716769,0.074,0.074,1
"Latvia",+3716771,0.074,0.074,1
"Latvia",+3716772,0.074,0.074,1
"Latvia",+3716778,0.074,0.074,1
"Latvia",+3716779,0.074,0.074,1
"Latvia",+3716785,0.074,0.074,1
"Latvia",+3716787,0.074,0.074,1
"Latvia",+3716788,0.074,0.074,1
"Lebanon",+961763,0.207,0.207,1
"Lebanon",+961793,0.207,0.207,1
"Lebanon",+961789,0.207,0.207,1
"Lebanon",+961791,0.207,0.207,1
"Lebanon",+96171,0.207,0.207,1
"Lebanon",+9613,0.207,0.207,1
"Lebanon",+96170,0.207,0.207,1
"Lebanon",+961,0.117,0.117,1
"Lebanon",+961761,0.207,0.207,1
"Lebanon",+961760,0.207,0.207,1
"Lebanon",+961766,0.207,0.207,1
"Lebanon",+961765,0.207,0.207,1
"Lebanon",+961764,0.207,0.207,1
"Lebanon",+961769,0.207,0.207,1
"Lebanon",+961768,0.207,0.207,1
"Lebanon",+961812,0.207,0.207,1
"Lebanon",+961816,0.207,0.207,1
"Lebanon",+961767,0.207,0.207,1
"Lebanon",+961817,0.207,0.207,1
"Lebanon",+961788,0.207,0.207,1
"Lesotho",+266,0.454,0.454,1
"Lesotho",+2666,0.386,0.386,1
"Lesotho",+2665,0.167,0.167,1
"Liberia",+23199,0.526,0.526,1
"Liberia",+2315,0.497,0.497,1
"Liberia",+2313325,1200,1200,1
"Liberia",+2313394,1200,1200,1
"Liberia",+23190,1200,1200,1
"Liberia",+2316,0.449,0.449,1
"Liberia",+2314,0.526,0.526,1
"Liberia",+23188,0.449,0.449,1
"Liberia",+231,0.515,0.515,1
"Liberia",+2317,0.407,0.407,1
"Libyan Arab Jamahiriya",+21896,0.389,0.389,1
"Libyan Arab Jamahiriya",+218,0.335,0.335,1
"Libyan Arab Jamahiriya",+21891,0.389,0.389,1
"Libyan Arab Jamahiriya",+21892,0.389,0.389,1
"Libyan Arab Jamahiriya",+21893,0.389,0.389,1
"Libyan Arab Jamahiriya",+21894,0.389,0.389,1
"Libyan Arab Jamahiriya",+21895,0.389,0.389,1
"Liechtenstein",+423662,0.136,0.136,1
"Liechtenstein",+423663,0.139,0.139,1
"Liechtenstein",+423666,0.332,0.332,1
"Liechtenstein",+423667,0.332,0.332,1
"Liechtenstein",+423668,0.332,0.332,1
"Liechtenstein",+42380,0.332,0.332,1
"Liechtenstein",+42369,0.224,0.224,1
"Liechtenstein",+42384,1200,1200,1
"Liechtenstein",+42387,1200,1200,1
"Liechtenstein",+42389,1200,1200,1
"Liechtenstein",+42390,1200,1200,1
"Liechtenstein",+4236,0.227,0.227,1
"Liechtenstein",+4237,0.224,0.224,1
"Liechtenstein",+423,0.098,0.098,1
"Lithuania",+3706,0.028,0.028,1
"Lithuania",+370,0.018,0.018,1
"Lithuania",+370700,0.139,0.139,1
"Luxembourg",+352678,0.036,0.036,1
"Luxembourg",+352691,0.036,0.036,1
"Luxembourg",+352698,0.036,0.036,1
"Luxembourg",+352628,0.036,0.036,1
"Luxembourg",+352,0.018,0.018,1
"Luxembourg",+3526021,0.036,0.036,1
"Luxembourg",+352621,0.036,0.036,1
"Luxembourg",+352661,0.038,0.038,1
"Luxembourg",+352668,0.038,0.038,1
"Luxembourg",+352671,0.036,0.036,1
"Macao",+853,0.107,0.107,1
"Macao",+8536,0.106,0.106,1
"Macedonia",+38973,0.423,0.423,1
"Macedonia",+38975,0.423,0.423,1
"Macedonia",+38976,0.423,0.423,1
"Macedonia",+38970,0.423,0.423,1
"Macedonia",+38971,0.423,0.423,1
"Macedonia",+38972,0.423,0.423,1
"Macedonia",+38988,0.423,0.423,1
"Macedonia",+38973402040,0.42,0.42,1
"Macedonia",+389734021,0.42,0.42,1
"Macedonia",+3892,0.293,0.293,1
"Macedonia",+38977420044,0.42,0.42,1
"Macedonia",+38982,0.774,0.774,1
"Macedonia",+38977,0.423,0.423,1
"Macedonia",+389,0.294,0.294,1
"Macedonia",+38978,0.423,0.423,1
"Madagascar",+2613488,0.616,0.616,1
"Madagascar",+261,0.679,0.679,1
"Madagascar",+26130,0.669,0.669,1
"Madagascar",+26134,0.675,0.675,1
"Madagascar",+26139,0.689,0.689,1
"Madagascar",+26133,0.68,0.68,1
"Madagascar",+26132,0.626,0.626,1
"Madagascar",+26122,1344,1344,1
"Madagascar",+261200,1055,1055,1
"Malawi",+265,0.42,0.42,1
"Malawi",+2658,0.423,0.423,1
